title|overview|genres_|keywords_
Suicide Squad|From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.|Action_Adventure_Crime_Fantasy_Science Fiction|dc comics_shared universe_anti hero_secret mission_villain_superhero_supervillain_dc extended universe
Evan Almighty|God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.|Fantasy_Comedy_Family|father son relationship_daily life_married couple_support_father_marriage_faith_baustelle_rescue_animal_nature_duringcreditsstinger_noah's ark
Edge of Tomorrow|Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.|Action_Science Fiction|deja vu_time warp_restart_dystopia_war_alien_military officer_soldier_alien invasion_exoskeleton
Waterworld|In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back.|Adventure_Action|ocean_tattoo_mutant_water_dystopia_doomsday
G.I. Joe: The Rise of Cobra|From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.|Adventure_Action_Thriller_Science Fiction|terrorist_secret_hostage_technology_warhead_government_president_revenge_murder_attack_explosion_scientist_lasers_evil_cobra
Inside Out|Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.|Drama_Comedy_Animation_Family|dream_cartoon_imaginary friend_animation_family_moving_kids_unicorn_duringcreditsstinger_3d_emotions
The Jungle Book|After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.|Family_Adventure_Drama_Fantasy|based on novel_snake_wolf_elephant_tiger_feral child_panther_remake_bear_jungle_talking animal_orphan_animal_talking to animals
Iron Man 2|With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.|Adventure_Action_Science Fiction|malibu_marvel comic_superhero_based on comic book_revenge_aftercreditsstinger_marvel cinematic universe
Snow White and the Huntsman|After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.|Adventure_Fantasy_Drama|queen_magic_fairy tale_immortality_forest_deception_woman_eternal youth_snow white_evil queen_evil stepmother_imprisoned_sorceress
Maleficent|The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.|Fantasy_Adventure_Action_Family_Romance|fairy tale_villain_sleeping beauty_dark fantasy_based on fairy tale_adaptation_retelling_literary adaptation_3d
Dawn of the Planet of the Apes|A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.|Science Fiction_Action_Drama_Thriller|leader_colony_post-apocalyptic_dystopia_forest_sequel_woods_ape_scientist_monkey_medical research_animal attack_plague_3d
The Lovers|The Lovers is an epic romance time travel adventure film. Helmed by Roland Joffé from a story by Ajey Jhankar, the film is a sweeping tale of an impossible love set against the backdrop of the first Anglo-Maratha war across two time periods and continents and centred around four characters — a British officer in 18th century colonial India, the Indian woman he falls deeply in love with, an American present-day marine biologist and his wife.|Action_Adventure_Science Fiction_Romance|
47 Ronin|Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.|Drama_Action_Adventure_Fantasy|japan_suicide_samurai_based on true story_samurai sword_ronin_shogun_half breed_3d
Captain America: The Winter Soldier|After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.|Action_Adventure_Science Fiction|washington d.c._future_shield_marvel comic_superhero_based on comic book_captain america_aftercreditsstinger_duringcreditsstinger_marvel cinematic universe_3d_political thriller
Shrek Forever After|A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.|Comedy_Adventure_Fantasy_Animation_Family|ogre_3d
Tomorrowland|"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland."""|Adventure_Family_Mystery_Science Fiction|inventor_apocalypse_destiny_imax_dreamer_futuristic car_futuristic city
